0.346375143843498,0.333716915995397,0.319907940161105
0.506065857885615,0.490467937608319,0.00346620450606586
0.0308219178082192,0.023972602739726,0.945205479452055
0.949152542372881,0.0508474576271186,0
0.19941348973607,0.794721407624633,0.00586510263929619
0,0.00746268656716418,0.992537313432836
0.375,0.208333333333333,0.416666666666667
0.957264957264957,0.0427350427350427,0
0,1,0
0.170731707317073,0.823170731707317,0.00609756097560976
0.923076923076923,0.0769230769230769,0
0,0,1
0,0.181818181818182,0.818181818181818
1,0,0
0,0.333333333333333,0.666666666666667
0.625,0.375,0
0.969026548672566,0.0309734513274336,0
0.510204081632653,0.489795918367347,0
0.0260869565217391,0.965217391304348,0.00869565217391304
1,0,0
0,1,0
0,1,0
0,0,1
0,0.555555555555556,0.444444444444444
0,0,1
1,0,0
0,1,0
0.97737556561086,0.0226244343891403,0
0.6,0.4,0
0.0740740740740741,0.925925925925926,0
0.676056338028169,0.323943661971831,0
0.384615384615385,0.615384615384615,0
0.00460829493087558,0.986175115207373,0.00921658986175115
0,0,1
0,0.714285714285714,0.285714285714286
0.981651376146789,0.018348623853211,0
0.666666666666667,0.333333333333333,0
0,1,0
1,0,0
0.4,0.6,0
0,1,0
0.421052631578947,0.578947368421053,0
0.769230769230769,0.230769230769231,0
0,1,0
0.833333333333333,0.166666666666667,0
0.004739336492891,0.990521327014218,0.004739336492891
0,0.833333333333333,0.166666666666667
0,1,0
0,0,1
1,0,0
0.914893617021277,0.0851063829787234,0
0,1,0
1,0,0
1,0,0
0,1,0
0.214285714285714,0.785714285714286,0
1,0,0
1,0,0
0.538461538461538,0.461538461538462,0
0,1,0
1,0,0
0.0357142857142857,0.928571428571429,0.0357142857142857
0,1,0
0,1,0
0,0,1
0.2,0.8,0
1,0,0
1,0,0
0,1,0
0.166666666666667,0.833333333333333,0
0.857142857142857,0.142857142857143,0
0,0.5,0.5
0.0384615384615385,0.961538461538462,0
0,1,0
0.5,0.5,0
0.5,0.5,0
0,1,0
0,1,0
0.923076923076923,0.0769230769230769,0
0,1,0
0,0,1
0,1,0
0.5,0.5,0
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
0.666666666666667,0.333333333333333,0
1,0,0
0,1,0
0,1,0
1,0,0
