1,2
3,4
5,6
7,8
9,10
11,12
13,14
15,16
17,18
19,20
-1,-1
-1,-1
-1,-1
21,22
23,24
-1,-1
25,26
27,28
29,30
31,32
33,34
-1,-1
35,36
37,38
39,40
41,42
43,44
45,46
-1,-1
-1,-1
-1,-1
47,48
49,50
51,52
53,54
-1,-1
-1,-1
55,56
57,58
-1,-1
-1,-1
59,60
-1,-1
61,62
63,64
-1,-1
-1,-1
65,66
67,68
69,70
71,72
73,74
75,76
77,78
-1,-1
79,80
-1,-1
-1,-1
81,82
-1,-1
-1,-1
83,84
-1,-1
85,86
-1,-1
-1,-1
87,88
-1,-1
-1,-1
-1,-1
89,90
91,92
93,94
-1,-1
-1,-1
95,96
97,98
-1,-1
-1,-1
99,100
-1,-1
101,102
-1,-1
103,104
105,106
107,108
-1,-1
-1,-1
-1,-1
-1,-1
109,110
-1,-1
-1,-1
-1,-1
111,112
113,114
-1,-1
-1,-1
115,116
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
117,118
119,120
-1,-1
-1,-1
121,122
123,124
-1,-1
-1,-1
125,126
-1,-1
-1,-1
127,128
-1,-1
-1,-1
129,130
-1,-1
131,132
-1,-1
-1,-1
133,134
-1,-1
-1,-1
135,136
137,138
-1,-1
139,140
141,142
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
