0.363636363636364,0.352128883774453,0.284234752589183
0.503257328990228,0.486970684039088,0.00977198697068404
0.0274509803921569,0.0274509803921569,0.945098039215686
0.808743169398907,0.183060109289618,0.00819672131147541
0.0524193548387097,0.935483870967742,0.0120967741935484
0.00401606425702811,0.0281124497991968,0.967871485943775
1,0,0
0.991596638655462,0.00840336134453781,0
0.720647773279352,0.267206477732794,0.0121457489878543
0.0330578512396694,0.954545454545455,0.012396694214876
0.833333333333333,0.166666666666667,0
0,0.0045045045045045,0.995495495495496
0.037037037037037,0.222222222222222,0.740740740740741
1,0,0
0,1,0
0.809756097560976,0.185365853658537,0.0048780487804878
0.285714285714286,0.666666666666667,0.0476190476190476
0.5,0.5,0
0.0129310344827586,0.974137931034483,0.0129310344827586
1,0,0
0,1,0
0,0.0625,0.9375
0,0,1
0,1,0
0.0416666666666667,0.125,0.833333333333333
0.466666666666667,0.533333333333333,0
0.836842105263158,0.157894736842105,0.00526315789473684
0.705882352941177,0.294117647058824,0
0,0.92,0.08
0,1,0
1,0,0
0.0134529147982063,0.982062780269058,0.00448430493273543
0,0.777777777777778,0.222222222222222
0,0,1
0,1,0
0.5,0.5,0
0,0.0909090909090909,0.909090909090909
0,1,0
0.777777777777778,0.222222222222222,0
0.936936936936937,0.0630630630630631,0
0.69620253164557,0.291139240506329,0.0126582278481013
0,1,0
1,0,0
0,1,0
0,0,1
0.00483091787439614,0.990338164251208,0.00483091787439614
0.125,0.875,0
0,0,1
0,1,0
0,1,0
1,0,0
0,1,0
0,0.0476190476190476,0.952380952380952
1,0,0
0.333333333333333,0.666666666666667,0
0.727272727272727,0.272727272727273,0
0.96,0.04,0
0.928571428571429,0.0714285714285714,0
0.568627450980392,0.411764705882353,0.0196078431372549
0.0434782608695652,0.91304347826087,0.0434782608695652
0,1,0
1,0,0
0.0666666666666667,0.933333333333333,0
0,0.125,0.875
0,0,1
1,0,0
0,1,0
1,0,0
0.25,0.75,0
0.978021978021978,0.021978021978022,0
0.777777777777778,0.222222222222222,0
1,0,0
0.777777777777778,0.222222222222222,0
0,1,0
0.674418604651163,0.302325581395349,0.0232558139534884
0,0.5,0.5
0.0476190476190476,0.952380952380952,0
0,1,0
0.5,0.5,0
0,0,1
0,1,0
1,0,0
0,1,0
1,0,0
0.959183673469388,0.0408163265306122,0
1,0,0
0.6,0.4,0
0,1,0
1,0,0
0.384615384615385,0.615384615384615,0
0.8,0.166666666666667,0.0333333333333333
0,0,1
0,1,0
0.5,0.5,0
0,1,0
1,0,0
0,1,0
0.666666666666667,0.333333333333333,0
0.978260869565217,0.0217391304347826,0
1,0,0
0,1,0
1,0,0
0.2,0.8,0
0.5,0.5,0
0.846153846153846,0.115384615384615,0.0384615384615385
0,1,0
1,0,0
1,0,0
0,1,0
1,0,0
0.923076923076923,0.0769230769230769,0
0,1,0
1,0,0
1,0,0
0,1,0
0.923076923076923,0,0.0769230769230769
0.769230769230769,0.230769230769231,0
0.8,0.2,0
1,0,0
0,0,1
1,0,0
0.25,0.75,0
1,0,0
1,0,0
0,1,0
1,0,0
0,1,0
