1,2
3,4
5,6
7,8
9,10
11,12
13,14
15,16
17,18
19,20
21,22
23,24
-1,-1
25,26
27,28
29,30
31,32
33,34
35,36
-1,-1
37,38
39,40
-1,-1
-1,-1
41,42
-1,-1
43,44
45,46
47,48
-1,-1
49,50
-1,-1
-1,-1
51,52
53,54
-1,-1
55,56
57,58
-1,-1
59,60
61,62
-1,-1
-1,-1
-1,-1
63,64
65,66
67,68
69,70
71,72
-1,-1
-1,-1
73,74
-1,-1
-1,-1
-1,-1
75,76
77,78
-1,-1
-1,-1
79,80
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
81,82
-1,-1
-1,-1
83,84
-1,-1
-1,-1
85,86
-1,-1
-1,-1
-1,-1
-1,-1
87,88
89,90
91,92
93,94
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
95,96
-1,-1
97,98
99,100
101,102
-1,-1
103,104
-1,-1
105,106
-1,-1
107,108
109,110
-1,-1
-1,-1
111,112
113,114
115,116
-1,-1
-1,-1
117,118
-1,-1
-1,-1
119,120
121,122
-1,-1
-1,-1
-1,-1
123,124
-1,-1
-1,-1
-1,-1
-1,-1
125,126
-1,-1
127,128
-1,-1
129,130
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
