1,2
3,4
5,6
7,8
9,10
11,12
13,14
15,16
17,18
19,20
21,22
23,24
25,26
27,28
29,30
31,32
33,34
-1,-1
-1,-1
35,36
37,38
39,40
-1,-1
41,42
-1,-1
43,44
45,46
-1,-1
47,48
-1,-1
49,50
-1,-1
51,52
-1,-1
53,54
-1,-1
-1,-1
55,56
-1,-1
57,58
59,60
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
61,62
63,64
65,66
-1,-1
-1,-1
-1,-1
-1,-1
67,68
-1,-1
69,70
-1,-1
71,72
73,74
-1,-1
-1,-1
-1,-1
-1,-1
75,76
-1,-1
-1,-1
77,78
-1,-1
-1,-1
-1,-1
-1,-1
79,80
81,82
-1,-1
83,84
-1,-1
85,86
87,88
89,90
-1,-1
91,92
-1,-1
-1,-1
-1,-1
93,94
-1,-1
-1,-1
95,96
-1,-1
-1,-1
-1,-1
97,98
-1,-1
-1,-1
-1,-1
-1,-1
99,100
-1,-1
-1,-1
