1,2
3,4
5,6
7,8
9,10
11,12
13,14
15,16
17,18
19,20
21,22
23,24
25,26
27,28
29,30
31,32
33,34
-1,-1
35,36
37,38
39,40
-1,-1
41,42
43,44
45,46
-1,-1
-1,-1
47,48
49,50
51,52
53,54
55,56
57,58
59,60
61,62
-1,-1
-1,-1
63,64
-1,-1
65,66
67,68
69,70
71,72
73,74
75,76
77,78
79,80
-1,-1
81,82
83,84
85,86
87,88
89,90
91,92
93,94
-1,-1
95,96
97,98
99,100
101,102
-1,-1
-1,-1
103,104
-1,-1
-1,-1
-1,-1
105,106
107,108
109,110
-1,-1
111,112
113,114
-1,-1
115,116
117,118
119,120
-1,-1
121,122
123,124
-1,-1
-1,-1
-1,-1
125,126
127,128
129,130
131,132
-1,-1
133,134
-1,-1
135,136
137,138
-1,-1
-1,-1
139,140
-1,-1
-1,-1
141,142
-1,-1
-1,-1
143,144
-1,-1
-1,-1
-1,-1
-1,-1
145,146
-1,-1
147,148
149,150
-1,-1
151,152
153,154
-1,-1
155,156
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
157,158
-1,-1
-1,-1
-1,-1
159,160
161,162
163,164
165,166
167,168
169,170
-1,-1
-1,-1
171,172
-1,-1
-1,-1
-1,-1
173,174
175,176
177,178
-1,-1
179,180
181,182
-1,-1
-1,-1
183,184
-1,-1
-1,-1
185,186
-1,-1
-1,-1
-1,-1
-1,-1
187,188
189,190
191,192
193,194
195,196
-1,-1
-1,-1
197,198
-1,-1
-1,-1
199,200
-1,-1
-1,-1
-1,-1
201,202
203,204
205,206
207,208
209,210
-1,-1
-1,-1
-1,-1
211,212
-1,-1
213,214
215,216
-1,-1
-1,-1
-1,-1
217,218
-1,-1
-1,-1
219,220
-1,-1
-1,-1
-1,-1
221,222
-1,-1
223,224
-1,-1
225,226
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
227,228
-1,-1
229,230
231,232
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
233,234
-1,-1
-1,-1
235,236
-1,-1
237,238
239,240
-1,-1
-1,-1
241,242
243,244
-1,-1
-1,-1
-1,-1
245,246
247,248
-1,-1
-1,-1
-1,-1
-1,-1
249,250
-1,-1
251,252
253,254
255,256
-1,-1
257,258
-1,-1
259,260
261,262
-1,-1
-1,-1
263,264
-1,-1
-1,-1
265,266
267,268
269,270
-1,-1
-1,-1
-1,-1
271,272
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
273,274
-1,-1
-1,-1
275,276
-1,-1
-1,-1
-1,-1
-1,-1
277,278
279,280
-1,-1
281,282
-1,-1
283,284
-1,-1
-1,-1
-1,-1
285,286
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
287,288
-1,-1
-1,-1
