1,2
3,4
5,6
7,8
9,10
11,12
13,14
15,16
17,18
19,20
21,22
23,24
25,26
27,28
29,30
31,32
33,34
35,36
37,38
39,40
41,42
43,44
45,46
47,48
49,50
-1,-1
-1,-1
51,52
53,54
55,56
57,58
59,60
61,62
63,64
65,66
-1,-1
-1,-1
67,68
69,70
-1,-1
71,72
73,74
75,76
77,78
79,80
81,82
-1,-1
83,84
85,86
87,88
-1,-1
89,90
91,92
-1,-1
93,94
-1,-1
95,96
97,98
-1,-1
99,100
101,102
-1,-1
-1,-1
103,104
-1,-1
-1,-1
-1,-1
-1,-1
105,106
107,108
109,110
111,112
113,114
115,116
117,118
-1,-1
-1,-1
-1,-1
119,120
121,122
123,124
125,126
127,128
-1,-1
-1,-1
129,130
131,132
133,134
-1,-1
135,136
137,138
139,140
-1,-1
141,142
143,144
145,146
-1,-1
147,148
-1,-1
149,150
151,152
-1,-1
153,154
155,156
-1,-1
157,158
-1,-1
159,160
-1,-1
-1,-1
-1,-1
-1,-1
161,162
163,164
165,166
-1,-1
-1,-1
-1,-1
167,168
-1,-1
169,170
171,172
-1,-1
173,174
175,176
-1,-1
-1,-1
177,178
179,180
181,182
183,184
185,186
187,188
-1,-1
-1,-1
-1,-1
-1,-1
189,190
-1,-1
-1,-1
-1,-1
191,192
-1,-1
193,194
195,196
197,198
-1,-1
-1,-1
199,200
-1,-1
-1,-1
201,202
203,204
205,206
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
207,208
-1,-1
-1,-1
-1,-1
-1,-1
209,210
211,212
213,214
-1,-1
215,216
-1,-1
-1,-1
217,218
-1,-1
219,220
-1,-1
-1,-1
221,222
223,224
225,226
-1,-1
227,228
-1,-1
229,230
-1,-1
231,232
233,234
-1,-1
235,236
-1,-1
-1,-1
-1,-1
-1,-1
237,238
-1,-1
-1,-1
239,240
241,242
-1,-1
243,244
-1,-1
245,246
247,248
249,250
-1,-1
251,252
-1,-1
253,254
-1,-1
255,256
257,258
259,260
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
261,262
263,264
-1,-1
-1,-1
-1,-1
265,266
-1,-1
267,268
-1,-1
-1,-1
-1,-1
-1,-1
269,270
-1,-1
-1,-1
271,272
-1,-1
273,274
275,276
277,278
-1,-1
-1,-1
-1,-1
279,280
-1,-1
281,282
283,284
-1,-1
285,286
287,288
-1,-1
289,290
291,292
-1,-1
293,294
-1,-1
295,296
-1,-1
-1,-1
-1,-1
-1,-1
297,298
-1,-1
-1,-1
299,300
-1,-1
-1,-1
301,302
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
303,304
-1,-1
-1,-1
305,306
307,308
-1,-1
-1,-1
309,310
311,312
-1,-1
313,314
315,316
-1,-1
-1,-1
317,318
319,320
-1,-1
321,322
-1,-1
-1,-1
323,324
-1,-1
325,326
327,328
-1,-1
-1,-1
329,330
-1,-1
-1,-1
331,332
-1,-1
333,334
335,336
337,338
339,340
341,342
-1,-1
-1,-1
-1,-1
343,344
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
345,346
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
347,348
-1,-1
349,350
351,352
-1,-1
-1,-1
-1,-1
-1,-1
353,354
-1,-1
-1,-1
355,356
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
357,358
-1,-1
-1,-1
359,360
-1,-1
-1,-1
-1,-1
361,362
-1,-1
-1,-1
