1,2
3,4
5,6
7,8
9,10
11,12
13,14
15,16
17,18
19,20
21,22
23,24
25,26
27,28
29,30
31,32
33,34
-1,-1
35,36
37,38
-1,-1
39,40
-1,-1
41,42
43,44
45,46
-1,-1
47,48
-1,-1
49,50
51,52
53,54
55,56
57,58
59,60
61,62
63,64
-1,-1
-1,-1
-1,-1
-1,-1
65,66
67,68
69,70
71,72
-1,-1
-1,-1
73,74
75,76
77,78
79,80
-1,-1
81,82
-1,-1
83,84
-1,-1
85,86
-1,-1
87,88
89,90
91,92
93,94
-1,-1
-1,-1
95,96
-1,-1
-1,-1
97,98
99,100
-1,-1
-1,-1
101,102
-1,-1
-1,-1
103,104
105,106
-1,-1
-1,-1
107,108
109,110
111,112
113,114
-1,-1
115,116
117,118
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
119,120
121,122
-1,-1
123,124
125,126
127,128
-1,-1
-1,-1
-1,-1
129,130
131,132
-1,-1
133,134
-1,-1
-1,-1
-1,-1
135,136
137,138
139,140
141,142
143,144
145,146
-1,-1
-1,-1
-1,-1
147,148
149,150
151,152
-1,-1
-1,-1
153,154
155,156
-1,-1
157,158
159,160
161,162
163,164
165,166
-1,-1
167,168
169,170
-1,-1
-1,-1
-1,-1
171,172
-1,-1
-1,-1
173,174
175,176
-1,-1
-1,-1
-1,-1
177,178
179,180
-1,-1
181,182
183,184
-1,-1
-1,-1
185,186
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
187,188
189,190
-1,-1
-1,-1
191,192
193,194
195,196
197,198
-1,-1
199,200
201,202
203,204
205,206
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
207,208
-1,-1
209,210
211,212
213,214
-1,-1
215,216
217,218
-1,-1
-1,-1
-1,-1
219,220
221,222
-1,-1
-1,-1
223,224
-1,-1
225,226
227,228
229,230
231,232
-1,-1
-1,-1
233,234
235,236
-1,-1
237,238
-1,-1
239,240
-1,-1
-1,-1
-1,-1
241,242
-1,-1
243,244
-1,-1
-1,-1
245,246
247,248
-1,-1
249,250
-1,-1
251,252
-1,-1
-1,-1
253,254
-1,-1
-1,-1
255,256
-1,-1
-1,-1
257,258
-1,-1
259,260
261,262
263,264
-1,-1
265,266
-1,-1
-1,-1
267,268
-1,-1
-1,-1
269,270
271,272
-1,-1
-1,-1
-1,-1
273,274
-1,-1
-1,-1
275,276
-1,-1
-1,-1
277,278
-1,-1
279,280
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
281,282
-1,-1
283,284
285,286
-1,-1
287,288
289,290
-1,-1
-1,-1
-1,-1
-1,-1
291,292
-1,-1
293,294
-1,-1
-1,-1
-1,-1
295,296
-1,-1
-1,-1
297,298
-1,-1
-1,-1
299,300
301,302
-1,-1
303,304
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
305,306
-1,-1
-1,-1
-1,-1
-1,-1
307,308
-1,-1
309,310
-1,-1
311,312
-1,-1
-1,-1
-1,-1
313,314
-1,-1
315,316
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
317,318
-1,-1
-1,-1
