window_time,motion_percentage_th,session_id,accuracy,TP,TN,FP,FN,Accuracy
8,4,387,,16,36,198,0,0.208
8,4,388,,53,51,150,0,0.4094488188976378
8,4,389,,49,38,114,12,0.4084507042253521
8,4,390,,148,27,34,0,0.8373205741626795
8,4,391,,157,16,64,4,0.7178423236514523
8,4,392,,76,9,182,1,0.31716417910447764
8,4,408,,44,15,45,7,0.5315315315315315
8,4,428,,105,25,146,0,0.47101449275362317
8,4,429,,79,60,64,6,0.6650717703349283
8,4,430,,51,45,136,0,0.41379310344827586
8,4,432,,57,50,52,14,0.6184971098265896
8,4,433,,51,106,59,5,0.7104072398190046
8,4,434,,39,27,80,0,0.4520547945205479
8,4,435,,42,75,37,9,0.7177914110429447
8,4,436,,63,98,81,1,0.6625514403292181
8,6,379,,49,10,44,3,0.5566037735849056
8,6,380,,37,36,86,2,0.453416149068323
8,6,381,,18,35,18,4,0.7066666666666667
8,6,382,,44,121,35,36,0.6991525423728814
8,6,384,,64,87,61,10,0.6801801801801802
8,6,385,,80,72,18,4,0.8735632183908046
8,6,386,,28,46,202,2,0.26618705035971224
8,6,387,,16,58,176,0,0.296
8,6,388,,52,79,122,1,0.515748031496063
8,6,389,,47,49,103,14,0.4507042253521127
8,6,390,,148,31,30,0,0.8564593301435407
8,6,391,,157,27,53,4,0.7634854771784232
8,6,392,,76,34,157,1,0.41044776119402987
8,6,408,,39,23,37,12,0.5585585585585585
8,6,428,,105,47,124,0,0.5507246376811594
8,6,429,,77,71,53,8,0.7081339712918661
8,6,430,,51,55,126,0,0.45689655172413796
8,6,432,,50,55,47,21,0.6069364161849711
8,6,433,,44,123,42,12,0.755656108597285
8,6,434,,39,40,67,0,0.541095890410959
8,6,435,,42,79,33,9,0.7423312883435583
8,6,436,,59,133,46,5,0.7901234567901234
8,8,379,,44,17,37,8,0.5754716981132075
8,8,380,,37,47,75,2,0.5217391304347826
8,8,381,,16,37,16,6,0.7066666666666667
8,8,382,,38,134,22,42,0.7288135593220338
8,8,384,,63,105,43,11,0.7567567567567568
8,8,385,,80,78,12,4,0.9080459770114943
8,8,386,,27,89,159,3,0.4172661870503597
8,8,387,,16,82,152,0,0.392
8,8,388,,51,97,104,2,0.5826771653543307
8,8,389,,46,69,83,15,0.539906103286385
8,8,390,,148,32,29,0,0.861244019138756
8,8,391,,157,32,48,4,0.7842323651452282
8,8,392,,74,67,124,3,0.5261194029850746
8,8,408,,39,27,33,12,0.5945945945945946
8,8,428,,103,57,114,2,0.5797101449275363
8,8,429,,76,77,47,9,0.7320574162679426
8,8,430,,48,67,114,3,0.4956896551724138
8,8,432,,48,58,44,23,0.6127167630057804
8,8,433,,32,136,29,24,0.7601809954751131
8,8,434,,39,55,52,0,0.6438356164383562
8,8,435,,38,89,23,13,0.7791411042944786
8,8,436,,59,143,36,5,0.831275720164609
8,10,379,,44,23,31,8,0.6320754716981132
8,10,380,,32,54,68,7,0.5341614906832298
8,10,381,,16,38,15,6,0.72
8,10,382,,35,137,19,45,0.7288135593220338
8,10,384,,58,122,26,16,0.8108108108108109
8,10,385,,78,82,8,6,0.9195402298850575
8,10,386,,27,126,122,3,0.5503597122302158
8,10,387,,15,128,106,1,0.572
8,10,388,,48,123,78,5,0.6732283464566929
8,10,389,,44,93,59,17,0.6431924882629108
8,10,390,,148,32,29,0,0.861244019138756
8,10,391,,157,45,35,4,0.8381742738589212
8,10,392,,73,82,109,4,0.5783582089552238
8,10,408,,35,32,28,16,0.6036036036036037
8,10,428,,99,69,102,6,0.6086956521739131
8,10,429,,74,80,44,11,0.7368421052631579
8,10,430,,48,80,101,3,0.5517241379310345
8,10,432,,41,78,24,30,0.6878612716763006
8,10,433,,29,148,17,27,0.8009049773755657
8,10,434,,39,63,44,0,0.6986301369863014
8,10,435,,36,97,15,15,0.8159509202453987
8,10,436,,52,154,25,12,0.8477366255144033
8,12,379,,42,27,27,10,0.6509433962264151
8,12,380,,28,61,61,11,0.5527950310559007
8,12,381,,16,42,11,6,0.7733333333333333
8,12,382,,33,141,15,47,0.7372881355932204
8,12,384,,57,133,15,17,0.8558558558558559
8,12,385,,78,82,8,6,0.9195402298850575
8,12,386,,27,149,99,3,0.6330935251798561
8,12,387,,15,159,75,1,0.696
8,12,388,,48,149,52,5,0.7755905511811023
8,12,389,,40,107,45,21,0.6901408450704225
8,12,390,,148,37,24,0,0.8851674641148325
8,12,391,,156,45,35,5,0.8340248962655602
8,12,392,,73,98,93,4,0.6380597014925373
8,12,408,,35,35,25,16,0.6306306306306306
8,12,428,,96,75,96,9,0.6195652173913043
8,12,429,,72,86,38,13,0.7559808612440191
8,12,430,,45,83,98,6,0.5517241379310345
8,12,432,,30,80,22,41,0.6358381502890174
8,12,433,,26,150,15,30,0.7963800904977375
8,12,434,,39,65,42,0,0.7123287671232876
8,12,435,,30,105,7,21,0.8282208588957055
8,12,436,,45,157,22,19,0.831275720164609
8,14,379,,37,30,24,15,0.6320754716981132
8,14,380,,22,69,53,17,0.5652173913043478
8,14,381,,16,42,11,6,0.7733333333333333
8,14,382,,33,142,14,47,0.7415254237288136
8,14,384,,57,134,14,17,0.8603603603603603
8,14,385,,77,82,8,7,0.9137931034482759
8,14,386,,26,160,88,4,0.6690647482014388
8,14,387,,15,182,52,1,0.788
8,14,388,,46,159,42,7,0.8070866141732284
8,14,389,,40,116,36,21,0.7323943661971831
8,14,390,,148,37,24,0,0.8851674641148325
8,14,391,,155,49,31,6,0.8464730290456431
8,14,392,,73,110,81,4,0.6828358208955224
8,14,408,,31,39,21,20,0.6306306306306306
8,14,428,,96,93,78,9,0.6847826086956522
8,14,429,,66,97,27,19,0.7799043062200957
8,14,430,,45,89,92,6,0.5775862068965517
8,14,432,,26,80,22,45,0.6127167630057804
8,14,433,,19,150,15,37,0.7647058823529411
8,14,434,,39,76,31,0,0.7876712328767124
8,14,435,,29,106,6,22,0.8282208588957055
8,14,436,,45,165,14,19,0.8641975308641975
8,16,379,,31,36,18,21,0.6320754716981132
8,16,380,,15,78,44,24,0.577639751552795
8,16,381,,12,46,7,10,0.7733333333333333
8,16,382,,31,142,14,49,0.7330508474576272
8,16,384,,51,136,12,23,0.8423423423423423
8,16,385,,70,85,5,14,0.8908045977011494
8,16,386,,26,178,70,4,0.7338129496402878
8,16,387,,15,206,28,1,0.884
8,16,388,,42,173,28,11,0.8464566929133859
8,16,389,,28,142,10,33,0.7981220657276995
8,16,390,,146,44,17,2,0.9090909090909091
8,16,391,,154,59,21,7,0.8838174273858921
8,16,392,,67,132,59,10,0.7425373134328358
8,16,408,,30,47,13,21,0.6936936936936937
8,16,428,,88,116,55,17,0.7391304347826086
8,16,429,,60,103,21,25,0.7799043062200957
8,16,430,,45,98,83,6,0.6163793103448276
8,16,432,,26,84,18,45,0.6358381502890174
8,16,433,,19,154,11,37,0.7828054298642534
8,16,434,,37,77,30,2,0.7808219178082192
8,16,435,,17,107,5,34,0.7607361963190185
8,16,436,,39,172,7,25,0.8683127572016461
8,18,379,,31,42,12,21,0.6886792452830188
8,18,380,,15,84,38,24,0.6149068322981367
8,18,381,,12,49,4,10,0.8133333333333334
8,18,382,,25,147,9,55,0.7288135593220338
8,18,384,,51,136,12,23,0.8423423423423423
8,18,385,,64,85,5,20,0.8563218390804598
8,18,386,,19,190,58,11,0.7517985611510791
8,18,387,,15,213,21,1,0.912
8,18,388,,39,177,24,14,0.8503937007874016
8,18,389,,25,146,6,36,0.8028169014084507
8,18,390,,146,50,11,2,0.937799043062201
8,18,391,,154,59,21,7,0.8838174273858921
8,18,392,,64,142,49,13,0.7686567164179104
8,18,408,,27,51,9,24,0.7027027027027027
8,18,428,,86,131,40,19,0.7862318840579711
8,18,429,,57,110,14,28,0.7990430622009569
8,18,430,,38,110,71,13,0.6379310344827587
8,18,432,,17,87,15,54,0.6011560693641619
8,18,433,,16,158,7,40,0.7873303167420814
8,18,434,,33,82,25,6,0.7876712328767124
8,18,435,,17,107,5,34,0.7607361963190185
8,18,436,,32,175,4,32,0.8518518518518519
8,20,379,,26,44,10,26,0.660377358490566
8,20,380,,11,88,34,28,0.6149068322981367
8,20,381,,12,49,4,10,0.8133333333333334
8,20,382,,24,147,9,56,0.7245762711864406
8,20,384,,48,136,12,26,0.8288288288288288
8,20,385,,62,85,5,22,0.8448275862068966
8,20,386,,18,200,48,12,0.7841726618705036
8,20,387,,15,216,18,1,0.924
8,20,388,,37,185,16,16,0.8740157480314961
8,20,389,,23,148,4,38,0.8028169014084507
8,20,390,,146,50,11,2,0.937799043062201
8,20,391,,152,64,16,9,0.8962655601659751
8,20,392,,63,154,37,14,0.8097014925373134
8,20,408,,27,53,7,24,0.7207207207207207
8,20,428,,69,139,32,36,0.7536231884057971
8,20,429,,57,117,7,28,0.8325358851674641
8,20,430,,30,127,54,21,0.6767241379310345
8,20,432,,17,90,12,54,0.6184971098265896
8,20,433,,14,161,4,42,0.7918552036199095
8,20,434,,29,86,21,10,0.7876712328767124
8,20,435,,10,107,5,41,0.7177914110429447
8,20,436,,32,176,3,32,0.8559670781893004
8,22,379,,22,46,8,30,0.6415094339622641
8,22,380,,6,93,29,33,0.6149068322981367
8,22,381,,12,49,4,10,0.8133333333333334
8,22,382,,19,150,6,61,0.7161016949152542
8,22,384,,48,138,10,26,0.8378378378378378
8,22,385,,61,87,3,23,0.8505747126436781
8,22,386,,16,207,41,14,0.802158273381295
8,22,387,,15,228,6,1,0.972
8,22,388,,33,187,14,20,0.8661417322834646
8,22,389,,23,148,4,38,0.8028169014084507
8,22,390,,145,52,9,3,0.9425837320574163
8,22,391,,150,64,16,11,0.8879668049792531
8,22,392,,63,159,32,14,0.8283582089552238
8,22,408,,26,56,4,25,0.7387387387387387
8,22,428,,64,140,31,41,0.7391304347826086
8,22,429,,48,119,5,37,0.7990430622009569
8,22,430,,28,138,43,23,0.7155172413793104
8,22,432,,7,92,10,64,0.5722543352601156
8,22,433,,12,164,1,44,0.7963800904977375
8,22,434,,21,88,19,18,0.7465753424657534
8,22,435,,10,112,0,41,0.7484662576687117
8,22,436,,30,178,1,34,0.8559670781893004
8,24,379,,19,48,6,33,0.6320754716981132
8,24,380,,6,94,28,33,0.6211180124223602
8,24,381,,9,50,3,13,0.7866666666666666
8,24,382,,19,150,6,61,0.7161016949152542
8,24,384,,42,138,10,32,0.8108108108108109
8,24,385,,59,89,1,25,0.8505747126436781
8,24,386,,15,219,29,15,0.841726618705036
8,24,387,,15,230,4,1,0.98
8,24,388,,31,192,9,22,0.8779527559055118
8,24,389,,20,149,3,41,0.7934272300469484
8,24,390,,143,52,9,5,0.9330143540669856
8,24,391,,150,64,16,11,0.8879668049792531
8,24,392,,63,166,25,14,0.8544776119402985
8,24,408,,26,58,2,25,0.7567567567567568
8,24,428,,58,149,22,47,0.75
8,24,429,,43,120,4,42,0.7799043062200957
8,24,430,,15,144,37,36,0.6853448275862069
8,24,432,,7,97,5,64,0.6011560693641619
8,24,433,,8,165,0,48,0.7828054298642534
8,24,434,,15,88,19,24,0.7054794520547946
8,24,435,,9,112,0,42,0.7423312883435583
8,24,436,,11,178,1,53,0.7777777777777778
8,26,379,,16,49,5,36,0.6132075471698113
8,26,380,,5,99,23,34,0.6459627329192547
8,26,381,,8,51,2,14,0.7866666666666666
8,26,382,,15,152,4,65,0.7076271186440678
8,26,384,,42,138,10,32,0.8108108108108109
8,26,385,,57,89,1,27,0.8390804597701149
8,26,386,,12,223,25,18,0.8453237410071942
8,26,387,,15,230,4,1,0.98
8,26,388,,27,192,9,26,0.8622047244094488
8,26,389,,20,149,3,41,0.7934272300469484
8,26,390,,142,52,9,6,0.9282296650717703
8,26,391,,150,64,16,11,0.8879668049792531
8,26,392,,58,172,19,19,0.8582089552238806
8,26,408,,25,58,2,26,0.7477477477477478
8,26,428,,54,153,18,51,0.75
8,26,429,,29,121,3,56,0.7177033492822966
8,26,430,,13,148,33,38,0.6939655172413793
8,26,432,,5,102,0,66,0.6184971098265896
8,26,433,,5,165,0,51,0.7692307692307693
8,26,434,,15,88,19,24,0.7054794520547946
8,26,435,,9,112,0,42,0.7423312883435583
8,26,436,,11,179,0,53,0.7818930041152263
8,28,379,,16,49,5,36,0.6132075471698113
8,28,380,,5,104,18,34,0.6770186335403726
8,28,381,,8,52,1,14,0.8
8,28,382,,15,153,3,65,0.711864406779661
8,28,384,,42,139,9,32,0.8153153153153153
8,28,385,,57,89,1,27,0.8390804597701149
8,28,386,,12,230,18,18,0.8705035971223022
8,28,387,,15,230,4,1,0.98
8,28,388,,26,199,2,27,0.8858267716535433
8,28,389,,20,149,3,41,0.7934272300469484
8,28,390,,140,52,9,8,0.9186602870813397
8,28,391,,148,67,13,13,0.8921161825726142
8,28,392,,57,176,15,20,0.8694029850746269
8,28,408,,25,58,2,26,0.7477477477477478
8,28,428,,42,155,16,63,0.7137681159420289
8,28,429,,27,121,3,58,0.7081339712918661
8,28,430,,11,151,30,40,0.6982758620689655
8,28,432,,5,102,0,66,0.6184971098265896
8,28,433,,5,165,0,51,0.7692307692307693
8,28,434,,14,99,8,25,0.773972602739726
8,28,435,,9,112,0,42,0.7423312883435583
8,28,436,,11,179,0,53,0.7818930041152263
10,4,379,,52,5,49,0,0.5377358490566038
10,4,380,,37,29,93,2,0.40993788819875776
10,4,381,,20,34,19,2,0.72
10,4,382,,69,93,63,11,0.6864406779661016
10,4,384,,68,61,87,6,0.581081081081081
10,4,385,,82,68,22,2,0.8620689655172413
10,4,386,,30,37,211,0,0.24100719424460432
10,4,387,,16,31,203,0,0.188
10,4,388,,53,48,153,0,0.39763779527559057
10,4,389,,50,38,114,11,0.4131455399061033
10,4,390,,148,29,32,0,0.84688995215311
10,4,391,,157,18,62,4,0.7261410788381742
10,4,392,,77,6,185,0,0.30970149253731344
10,4,408,,44,16,44,7,0.5405405405405406
10,4,428,,105,29,142,0,0.4855072463768116
10,4,429,,79,63,61,6,0.6794258373205742
10,4,430,,51,43,138,0,0.4051724137931034
10,4,432,,59,52,50,12,0.6416184971098265
10,4,433,,50,115,50,6,0.746606334841629
10,4,434,,39,30,77,0,0.4726027397260274
10,4,435,,41,81,31,10,0.7484662576687117
10,4,436,,64,99,80,0,0.6707818930041153
10,6,379,,50,7,47,2,0.5377358490566038
10,6,380,,37,33,89,2,0.43478260869565216
10,6,381,,18,36,17,4,0.72
10,6,382,,45,127,29,35,0.7288135593220338
10,6,384,,64,89,59,10,0.6891891891891891
10,6,385,,82,71,19,2,0.8793103448275862
10,6,386,,28,48,200,2,0.2733812949640288
10,6,387,,16,52,182,0,0.272
10,6,388,,53,75,126,0,0.5039370078740157
10,6,389,,47,46,106,14,0.43661971830985913
10,6,390,,148,34,27,0,0.8708133971291866
10,6,391,,157,28,52,4,0.7676348547717843
10,6,392,,77,33,158,0,0.41044776119402987
10,6,408,,39,24,36,12,0.5675675675675675
10,6,428,,105,46,125,0,0.5471014492753623
10,6,429,,77,73,51,8,0.7177033492822966
10,6,430,,51,55,126,0,0.45689655172413796
10,6,432,,53,58,44,18,0.6416184971098265
10,6,433,,44,130,35,12,0.7873303167420814
10,6,434,,39,42,65,0,0.5547945205479452
10,6,435,,40,84,28,11,0.7607361963190185
10,6,436,,59,138,41,5,0.8106995884773662
10,8,379,,43,19,35,9,0.5849056603773585
10,8,380,,37,46,76,2,0.515527950310559
10,8,381,,16,38,15,6,0.72
10,8,382,,39,144,12,41,0.7754237288135594
10,8,384,,62,108,40,12,0.7657657657657657
10,8,385,,81,78,12,3,0.9137931034482759
10,8,386,,27,87,161,3,0.41007194244604317
10,8,387,,16,79,155,0,0.38
10,8,388,,52,93,108,1,0.5708661417322834
10,8,389,,46,62,90,15,0.5070422535211268
10,8,390,,148,34,27,0,0.8708133971291866
10,8,391,,157,30,50,4,0.7759336099585062
10,8,392,,74,67,124,3,0.5261194029850746
10,8,408,,39,28,32,12,0.6036036036036037
10,8,428,,104,58,113,1,0.5869565217391305
10,8,429,,76,80,44,9,0.7464114832535885
10,8,430,,51,65,116,0,0.5
10,8,432,,48,63,39,23,0.6416184971098265
10,8,433,,29,142,23,27,0.7737556561085973
10,8,434,,39,58,49,0,0.6643835616438356
10,8,435,,38,92,20,13,0.7975460122699386
10,8,436,,59,147,32,5,0.8477366255144033
10,10,379,,43,26,28,9,0.6509433962264151
10,10,380,,32,50,72,7,0.5093167701863354
10,10,381,,16,39,14,6,0.7333333333333333
10,10,382,,36,144,12,44,0.7627118644067796
10,10,384,,57,124,24,17,0.8153153153153153
10,10,385,,79,82,8,5,0.9252873563218391
10,10,386,,27,125,123,3,0.5467625899280576
10,10,387,,14,130,104,2,0.576
10,10,388,,49,120,81,4,0.6653543307086615
10,10,389,,43,86,66,18,0.6056338028169014
10,10,390,,148,34,27,0,0.8708133971291866
10,10,391,,157,45,35,4,0.8381742738589212
10,10,392,,74,84,107,3,0.5895522388059702
10,10,408,,37,32,28,14,0.6216216216216216
10,10,428,,96,72,99,9,0.6086956521739131
10,10,429,,75,81,43,10,0.7464114832535885
10,10,430,,51,78,103,0,0.5560344827586207
10,10,432,,38,83,19,33,0.6994219653179191
10,10,433,,27,151,14,29,0.8054298642533937
10,10,434,,39,67,40,0,0.726027397260274
10,10,435,,37,97,15,14,0.8220858895705522
10,10,436,,52,160,19,12,0.8724279835390947
10,12,379,,41,28,26,11,0.6509433962264151
10,12,380,,23,58,64,16,0.5031055900621118
10,12,381,,16,42,11,6,0.7733333333333333
10,12,382,,34,144,12,46,0.7542372881355932
10,12,384,,56,135,13,18,0.8603603603603603
10,12,385,,79,82,8,5,0.9252873563218391
10,12,386,,27,148,100,3,0.6294964028776978
10,12,387,,14,162,72,2,0.704
10,12,388,,48,150,51,5,0.7795275590551181
10,12,389,,39,103,49,22,0.6666666666666666
10,12,390,,148,37,24,0,0.8851674641148325
10,12,391,,156,46,34,5,0.8381742738589212
10,12,392,,73,102,89,4,0.6529850746268657
10,12,408,,36,34,26,15,0.6306306306306306
10,12,428,,93,77,94,12,0.6159420289855072
10,12,429,,73,87,37,12,0.7655502392344498
10,12,430,,45,85,96,6,0.5603448275862069
10,12,432,,28,86,16,43,0.6589595375722543
10,12,433,,25,152,13,31,0.8009049773755657
10,12,434,,39,71,36,0,0.7534246575342466
10,12,435,,25,104,8,26,0.7914110429447853
10,12,436,,47,164,15,17,0.8683127572016461
10,14,379,,35,31,23,17,0.6226415094339622
10,14,380,,18,66,56,21,0.5217391304347826
10,14,381,,16,42,11,6,0.7733333333333333
10,14,382,,32,145,11,48,0.75
10,14,384,,55,138,10,19,0.8693693693693694
10,14,385,,79,82,8,5,0.9252873563218391
10,14,386,,26,163,85,4,0.6798561151079137
10,14,387,,14,184,50,2,0.792
10,14,388,,47,162,39,6,0.8228346456692913
10,14,389,,38,115,37,23,0.7183098591549296
10,14,390,,148,37,24,0,0.8851674641148325
10,14,391,,155,51,29,6,0.8547717842323651
10,14,392,,72,117,74,5,0.7052238805970149
10,14,408,,36,39,21,15,0.6756756756756757
10,14,428,,93,97,74,12,0.6884057971014492
10,14,429,,65,96,28,20,0.7703349282296651
10,14,430,,45,91,90,6,0.5862068965517241
10,14,432,,24,86,16,47,0.6358381502890174
10,14,433,,16,152,13,40,0.7601809954751131
10,14,434,,39,80,27,0,0.815068493150685
10,14,435,,24,104,8,27,0.7852760736196319
10,14,436,,46,169,10,18,0.8847736625514403
10,16,379,,30,35,19,22,0.6132075471698113
10,16,380,,11,76,46,28,0.5403726708074534
10,16,381,,9,46,7,13,0.7333333333333333
10,16,382,,31,145,11,49,0.7457627118644068
10,16,384,,48,138,10,26,0.8378378378378378
10,16,385,,72,85,5,12,0.9022988505747126
10,16,386,,26,181,67,4,0.7446043165467626
10,16,387,,14,209,25,2,0.892
10,16,388,,46,175,26,7,0.8700787401574803
10,16,389,,29,141,11,32,0.7981220657276995
10,16,390,,148,40,21,0,0.8995215311004785
10,16,391,,153,59,21,8,0.8796680497925311
10,16,392,,66,138,53,11,0.7611940298507462
10,16,408,,34,50,10,17,0.7567567567567568
10,16,428,,87,122,49,18,0.7572463768115942
10,16,429,,61,105,19,24,0.7942583732057417
10,16,430,,45,96,85,6,0.6077586206896551
10,16,432,,23,88,14,48,0.6416184971098265
10,16,433,,16,154,11,40,0.7692307692307693
10,16,434,,38,80,27,1,0.8082191780821918
10,16,435,,15,107,5,36,0.7484662576687117
10,16,436,,40,176,3,24,0.8888888888888888
10,18,379,,30,40,14,22,0.660377358490566
10,18,380,,11,82,40,28,0.577639751552795
10,18,381,,9,49,4,13,0.7733333333333333
10,18,382,,25,148,8,55,0.7330508474576272
10,18,384,,48,138,10,26,0.8378378378378378
10,18,385,,64,85,5,20,0.8563218390804598
10,18,386,,19,198,50,11,0.7805755395683454
10,18,387,,14,215,19,2,0.916
10,18,388,,44,180,21,9,0.8818897637795275
10,18,389,,26,146,6,35,0.8075117370892019
10,18,390,,148,48,13,0,0.937799043062201
10,18,391,,153,59,21,8,0.8796680497925311
10,18,392,,63,149,42,14,0.7910447761194029
10,18,408,,31,53,7,20,0.7567567567567568
10,18,428,,85,132,39,20,0.7862318840579711
10,18,429,,59,111,13,26,0.8133971291866029
10,18,430,,37,109,72,14,0.6293103448275862
10,18,432,,16,94,8,55,0.6358381502890174
10,18,433,,12,159,6,44,0.7737556561085973
10,18,434,,31,87,20,8,0.8082191780821918
10,18,435,,15,107,5,36,0.7484662576687117
10,18,436,,33,179,0,31,0.8724279835390947
10,20,379,,22,44,10,30,0.6226415094339622
10,20,380,,8,88,34,31,0.5962732919254659
10,20,381,,9,49,4,13,0.7733333333333333
10,20,382,,25,148,8,55,0.7330508474576272
10,20,384,,45,138,10,29,0.8243243243243243
10,20,385,,62,85,5,22,0.8448275862068966
10,20,386,,19,208,40,11,0.8165467625899281
10,20,387,,14,217,17,2,0.924
10,20,388,,41,188,13,12,0.9015748031496063
10,20,389,,23,147,5,38,0.7981220657276995
10,20,390,,148,48,13,0,0.937799043062201
10,20,391,,151,62,18,10,0.8838174273858921
10,20,392,,63,159,32,14,0.8283582089552238
10,20,408,,31,53,7,20,0.7567567567567568
10,20,428,,68,141,30,37,0.7572463768115942
10,20,429,,59,117,7,26,0.8421052631578947
10,20,430,,26,130,51,25,0.6724137931034483
10,20,432,,12,95,7,59,0.6184971098265896
10,20,433,,6,161,4,50,0.755656108597285
10,20,434,,29,90,17,10,0.815068493150685
10,20,435,,11,107,5,40,0.7239263803680982
10,20,436,,33,179,0,31,0.8724279835390947
10,22,379,,19,49,5,33,0.6415094339622641
10,22,380,,4,96,26,35,0.6211180124223602
10,22,381,,8,50,3,14,0.7733333333333333
10,22,382,,19,151,5,61,0.7203389830508474
10,22,384,,45,140,8,29,0.8333333333333334
10,22,385,,61,88,2,23,0.8563218390804598
10,22,386,,17,213,35,13,0.8273381294964028
10,22,387,,14,227,7,2,0.964
10,22,388,,38,190,11,15,0.8976377952755905
10,22,389,,23,147,5,38,0.7981220657276995
10,22,390,,147,49,12,1,0.937799043062201
10,22,391,,149,62,18,12,0.8755186721991701
10,22,392,,63,163,28,14,0.8432835820895522
10,22,408,,29,55,5,22,0.7567567567567568
10,22,428,,57,142,29,48,0.7210144927536232
10,22,429,,45,118,6,40,0.7799043062200957
10,22,430,,22,142,39,29,0.7068965517241379
10,22,432,,2,96,6,69,0.5664739884393064
10,22,433,,6,164,1,50,0.7692307692307693
10,22,434,,20,94,13,19,0.7808219178082192
10,22,435,,11,112,0,40,0.754601226993865
10,22,436,,30,179,0,34,0.8600823045267489
10,24,379,,17,49,5,35,0.6226415094339622
10,24,380,,4,98,24,35,0.6335403726708074
10,24,381,,6,50,3,16,0.7466666666666667
10,24,382,,19,151,5,61,0.7203389830508474
10,24,384,,45,140,8,29,0.8333333333333334
10,24,385,,60,88,2,24,0.8505747126436781
10,24,386,,16,227,21,14,0.8741007194244604
10,24,387,,14,229,5,2,0.972
10,24,388,,35,192,9,18,0.8937007874015748
10,24,389,,16,149,3,45,0.7746478873239436
10,24,390,,147,49,12,1,0.937799043062201
10,24,391,,149,63,17,12,0.8796680497925311
10,24,392,,63,168,23,14,0.8619402985074627
10,24,408,,29,57,3,22,0.7747747747747747
10,24,428,,51,151,20,54,0.7318840579710145
10,24,429,,39,122,2,46,0.7703349282296651
10,24,430,,10,147,34,41,0.6767241379310345
10,24,432,,2,100,2,69,0.5895953757225434
10,24,433,,4,165,0,52,0.7647058823529411
10,24,434,,15,94,13,24,0.7465753424657534
10,24,435,,9,112,0,42,0.7423312883435583
10,24,436,,7,179,0,57,0.7654320987654321
10,26,379,,15,49,5,37,0.6037735849056604
10,26,380,,3,102,20,36,0.6521739130434783
10,26,381,,5,51,2,17,0.7466666666666667
10,26,382,,15,152,4,65,0.7076271186440678
10,26,384,,45,140,8,29,0.8333333333333334
10,26,385,,57,88,2,27,0.8333333333333334
10,26,386,,11,230,18,19,0.8669064748201439
10,26,387,,14,229,5,2,0.972
10,26,388,,28,193,8,25,0.8700787401574803
10,26,389,,16,149,3,45,0.7746478873239436
10,26,390,,147,49,12,1,0.937799043062201
10,26,391,,149,63,17,12,0.8796680497925311
10,26,392,,61,172,19,16,0.8694029850746269
10,26,408,,23,58,2,28,0.7297297297297297
10,26,428,,48,158,13,57,0.7463768115942029
10,26,429,,26,122,2,59,0.7081339712918661
10,26,430,,10,152,29,41,0.6982758620689655
10,26,432,,0,102,0,71,0.5895953757225434
10,26,433,,1,165,0,55,0.751131221719457
10,26,434,,15,94,13,24,0.7465753424657534
10,26,435,,9,112,0,42,0.7423312883435583
10,26,436,,7,179,0,57,0.7654320987654321
10,28,379,,15,49,5,37,0.6037735849056604
10,28,380,,3,106,16,36,0.6770186335403726
10,28,381,,5,52,1,17,0.76
10,28,382,,15,152,4,65,0.7076271186440678
10,28,384,,44,141,7,30,0.8333333333333334
10,28,385,,57,88,2,27,0.8333333333333334
10,28,386,,11,236,12,19,0.8884892086330936
10,28,387,,14,230,4,2,0.976
10,28,388,,27,198,3,26,0.8858267716535433
10,28,389,,16,149,3,45,0.7746478873239436
10,28,390,,145,49,12,3,0.9282296650717703
10,28,391,,146,64,16,15,0.8713692946058091
10,28,392,,59,176,15,18,0.8768656716417911
10,28,408,,23,58,2,28,0.7297297297297297
10,28,428,,36,160,11,69,0.7101449275362319
10,28,429,,24,122,2,61,0.6985645933014354
10,28,430,,6,154,27,45,0.6896551724137931
10,28,432,,0,102,0,71,0.5895953757225434
10,28,433,,1,165,0,55,0.751131221719457
10,28,434,,14,101,6,25,0.7876712328767124
10,28,435,,9,112,0,42,0.7423312883435583
10,28,436,,7,179,0,57,0.7654320987654321
12,4,379,,52,4,50,0,0.5283018867924528
12,4,380,,37,23,99,2,0.37267080745341613
12,4,381,,20,33,20,2,0.7066666666666667
12,4,382,,69,95,61,11,0.6949152542372882
12,4,384,,69,58,90,5,0.5720720720720721
12,4,385,,81,66,24,3,0.8448275862068966
12,4,386,,30,35,213,0,0.23381294964028776
12,4,387,,16,31,203,0,0.188
12,4,388,,53,50,151,0,0.40551181102362205
12,4,389,,49,38,114,12,0.4084507042253521
12,4,390,,148,28,33,0,0.8421052631578947
12,4,391,,159,17,63,2,0.7302904564315352
12,4,392,,77,4,187,0,0.30223880597014924
12,4,408,,45,17,43,6,0.5585585585585585
12,4,428,,105,31,140,0,0.4927536231884058
12,4,429,,77,62,62,8,0.6650717703349283
12,4,430,,51,38,143,0,0.38362068965517243
12,4,432,,57,53,49,14,0.6358381502890174
12,4,433,,48,113,52,8,0.7285067873303167
12,4,434,,39,32,75,0,0.4863013698630137
12,4,435,,43,84,28,8,0.7791411042944786
12,4,436,,64,101,78,0,0.6790123456790124
12,6,379,,48,5,49,4,0.5
12,6,380,,37,28,94,2,0.40372670807453415
12,6,381,,19,35,18,3,0.72
12,6,382,,47,130,26,33,0.75
