window_time,motion_percentage_th,session_id,accuracy,TP,TN,FP,FN,Accuracy
12,6,384,,62,92,56,12,0.6936936936936937
12,6,385,,81,72,18,3,0.8793103448275862
12,6,386,,29,45,203,1,0.26618705035971224
12,6,387,,16,53,181,0,0.276
12,6,388,,53,76,125,0,0.5078740157480315
12,6,389,,44,45,107,17,0.41784037558685444
12,6,390,,148,33,28,0,0.8660287081339713
12,6,391,,158,28,52,3,0.7717842323651453
12,6,392,,75,28,163,2,0.3843283582089552
12,6,408,,40,25,35,11,0.5855855855855856
12,6,428,,105,46,125,0,0.5471014492753623
12,6,429,,75,72,52,10,0.7033492822966507
12,6,430,,51,53,128,0,0.4482758620689655
12,6,432,,52,59,43,19,0.6416184971098265
12,6,433,,42,131,34,14,0.7828054298642534
12,6,434,,39,45,62,0,0.5753424657534246
12,6,435,,42,87,25,9,0.7914110429447853
12,6,436,,59,142,37,5,0.8271604938271605
12,8,379,,43,13,41,9,0.5283018867924528
12,8,380,,37,36,86,2,0.453416149068323
12,8,381,,18,37,16,4,0.7333333333333333
12,8,382,,38,144,12,42,0.7711864406779662
12,8,384,,59,108,40,15,0.7522522522522522
12,8,385,,80,79,11,4,0.9137931034482759
12,8,386,,28,82,166,2,0.39568345323741005
12,8,387,,16,79,155,0,0.38
12,8,388,,52,92,109,1,0.5669291338582677
12,8,389,,43,65,87,18,0.5070422535211268
12,8,390,,148,35,26,0,0.8755980861244019
12,8,391,,158,29,51,3,0.7759336099585062
12,8,392,,74,60,131,3,0.5
12,8,408,,40,29,31,11,0.6216216216216216
12,8,428,,105,60,111,0,0.5978260869565217
12,8,429,,73,78,46,12,0.722488038277512
12,8,430,,51,62,119,0,0.4870689655172414
12,8,432,,48,65,37,23,0.653179190751445
12,8,433,,29,142,23,27,0.7737556561085973
12,8,434,,39,60,47,0,0.678082191780822
12,8,435,,40,90,22,11,0.7975460122699386
12,8,436,,59,149,30,5,0.8559670781893004
12,10,379,,42,23,31,10,0.6132075471698113
12,10,380,,35,42,80,4,0.4782608695652174
12,10,381,,18,38,15,4,0.7466666666666667
12,10,382,,36,144,12,44,0.7627118644067796
12,10,384,,53,126,22,21,0.8063063063063063
12,10,385,,79,82,8,5,0.9252873563218391
12,10,386,,27,121,127,3,0.5323741007194245
12,10,387,,14,132,102,2,0.584
12,10,388,,49,120,81,4,0.6653543307086615
12,10,389,,40,89,63,21,0.6056338028169014
12,10,390,,148,35,26,0,0.8755980861244019
12,10,391,,158,43,37,3,0.8340248962655602
12,10,392,,74,83,108,3,0.585820895522388
12,10,408,,37,31,29,14,0.6126126126126126
12,10,428,,96,70,101,9,0.6014492753623188
12,10,429,,71,81,43,14,0.7272727272727273
12,10,430,,51,74,107,0,0.5387931034482759
12,10,432,,36,87,15,35,0.7109826589595376
12,10,433,,28,150,15,28,0.8054298642533937
12,10,434,,39,69,38,0,0.7397260273972602
12,10,435,,36,96,16,15,0.8098159509202454
12,10,436,,48,164,15,16,0.8724279835390947
12,12,379,,40,27,27,12,0.6320754716981132
12,12,380,,26,56,66,13,0.5093167701863354
12,12,381,,18,40,13,4,0.7733333333333333
12,12,382,,34,144,12,46,0.7542372881355932
12,12,384,,53,137,11,21,0.8558558558558559
12,12,385,,79,82,8,5,0.9252873563218391
12,12,386,,27,147,101,3,0.6258992805755396
12,12,387,,14,162,72,2,0.704
12,12,388,,48,149,52,5,0.7755905511811023
12,12,389,,37,106,46,24,0.6713615023474179
12,12,390,,148,37,24,0,0.8851674641148325
12,12,391,,156,43,37,5,0.8257261410788381
12,12,392,,73,102,89,4,0.6529850746268657
12,12,408,,36,33,27,15,0.6216216216216216
12,12,428,,90,77,94,15,0.605072463768116
12,12,429,,70,89,35,15,0.7607655502392344
12,12,430,,48,83,98,3,0.5646551724137931
12,12,432,,28,91,11,43,0.6878612716763006
12,12,433,,25,150,15,31,0.7918552036199095
12,12,434,,39,75,32,0,0.7808219178082192
12,12,435,,29,104,8,22,0.8159509202453987
12,12,436,,42,165,14,22,0.8518518518518519
12,14,379,,33,32,22,19,0.6132075471698113
12,14,380,,19,70,52,20,0.5527950310559007
12,14,381,,18,40,13,4,0.7733333333333333
12,14,382,,31,146,10,49,0.75
12,14,384,,50,139,9,24,0.8513513513513513
12,14,385,,79,82,8,5,0.9252873563218391
12,14,386,,25,163,85,5,0.6762589928057554
12,14,387,,14,189,45,2,0.812
12,14,388,,47,159,42,6,0.8110236220472441
12,14,389,,35,113,39,26,0.6948356807511737
12,14,390,,148,37,24,0,0.8851674641148325
12,14,391,,156,49,31,5,0.8506224066390041
12,14,392,,72,116,75,5,0.7014925373134329
12,14,408,,36,40,20,15,0.6846846846846847
12,14,428,,90,95,76,15,0.6702898550724637
12,14,429,,61,98,26,24,0.7607655502392344
12,14,430,,48,89,92,3,0.5905172413793104
12,14,432,,22,92,10,49,0.6589595375722543
12,14,433,,17,151,14,39,0.7601809954751131
12,14,434,,39,85,22,0,0.8493150684931506
12,14,435,,27,104,8,24,0.803680981595092
12,14,436,,41,174,5,23,0.8847736625514403
12,16,379,,28,37,17,24,0.6132075471698113
12,16,380,,9,82,40,30,0.5652173913043478
12,16,381,,7,44,9,15,0.68
12,16,382,,30,146,10,50,0.7457627118644068
12,16,384,,43,140,8,31,0.8243243243243243
12,16,385,,72,84,6,12,0.896551724137931
12,16,386,,25,183,65,5,0.7482014388489209
12,16,387,,14,216,18,2,0.92
12,16,388,,45,175,26,8,0.8661417322834646
12,16,389,,28,142,10,33,0.7981220657276995
12,16,390,,148,41,20,0,0.9043062200956937
12,16,391,,154,58,22,7,0.8796680497925311
12,16,392,,68,140,51,9,0.7761194029850746
12,16,408,,34,53,7,17,0.7837837837837838
12,16,428,,84,129,42,21,0.7717391304347826
12,16,429,,55,108,16,30,0.7799043062200957
12,16,430,,48,94,87,3,0.6120689655172413
12,16,432,,22,94,8,49,0.6705202312138728
12,16,433,,15,153,12,41,0.7601809954751131
12,16,434,,37,85,22,2,0.8356164383561644
12,16,435,,16,106,6,35,0.7484662576687117
12,16,436,,38,177,2,26,0.8847736625514403
12,18,379,,28,41,13,24,0.6509433962264151
12,18,380,,9,89,33,30,0.6086956521739131
12,18,381,,7,47,6,15,0.72
12,18,382,,20,150,6,60,0.7203389830508474
12,18,384,,43,140,8,31,0.8243243243243243
12,18,385,,63,85,5,21,0.8505747126436781
12,18,386,,21,199,49,9,0.7913669064748201
12,18,387,,14,218,16,2,0.928
12,18,388,,43,183,18,10,0.889763779527559
12,18,389,,23,144,8,38,0.784037558685446
12,18,390,,148,48,13,0,0.937799043062201
12,18,391,,154,58,22,7,0.8796680497925311
12,18,392,,62,155,36,15,0.8097014925373134
12,18,408,,31,55,5,20,0.7747747747747747
12,18,428,,81,137,34,24,0.7898550724637681
12,18,429,,54,113,11,31,0.7990430622009569
12,18,430,,34,113,68,17,0.6336206896551724
12,18,432,,13,99,3,58,0.6473988439306358
12,18,433,,8,159,6,48,0.755656108597285
12,18,434,,31,89,18,8,0.821917808219178
12,18,435,,16,106,6,35,0.7484662576687117
12,18,436,,35,179,0,29,0.8806584362139918
12,20,379,,18,45,9,34,0.5943396226415094
12,20,380,,6,96,26,33,0.6335403726708074
12,20,381,,7,47,6,15,0.72
12,20,382,,20,150,6,60,0.7203389830508474
12,20,384,,42,140,8,32,0.8198198198198198
12,20,385,,61,85,5,23,0.8390804597701149
12,20,386,,20,207,41,10,0.8165467625899281
12,20,387,,14,225,9,2,0.956
12,20,388,,39,190,11,14,0.9015748031496063
12,20,389,,21,148,4,40,0.7934272300469484
12,20,390,,148,48,13,0,0.937799043062201
12,20,391,,152,60,20,9,0.8796680497925311
12,20,392,,62,162,29,15,0.835820895522388
12,20,408,,31,55,5,20,0.7747747747747747
12,20,428,,66,143,28,39,0.7572463768115942
12,20,429,,54,117,7,31,0.8181818181818182
12,20,430,,21,133,48,30,0.6637931034482759
12,20,432,,9,100,2,62,0.630057803468208
12,20,433,,4,161,4,52,0.746606334841629
12,20,434,,30,92,15,9,0.8356164383561644
12,20,435,,11,106,6,40,0.7177914110429447
12,20,436,,35,179,0,29,0.8806584362139918
12,22,379,,16,49,5,36,0.6132075471698113
12,22,380,,4,101,21,35,0.6521739130434783
12,22,381,,4,49,4,18,0.7066666666666667
12,22,382,,15,154,2,65,0.7161016949152542
12,22,384,,42,142,6,32,0.8288288288288288
12,22,385,,60,88,2,24,0.8505747126436781
12,22,386,,19,214,34,11,0.8381294964028777
12,22,387,,14,227,7,2,0.964
12,22,388,,31,192,9,22,0.8779527559055118
12,22,389,,21,148,4,40,0.7934272300469484
12,22,390,,148,49,12,0,0.9425837320574163
12,22,391,,150,60,20,11,0.8713692946058091
12,22,392,,62,170,21,15,0.8656716417910447
12,22,408,,30,56,4,21,0.7747747747747747
12,22,428,,53,144,27,52,0.7137681159420289
12,22,429,,45,117,7,40,0.7751196172248804
12,22,430,,18,142,39,33,0.6896551724137931
12,22,432,,1,102,0,70,0.5953757225433526
12,22,433,,4,164,1,52,0.7601809954751131
12,22,434,,19,96,11,20,0.7876712328767124
12,22,435,,11,111,1,40,0.7484662576687117
12,22,436,,31,179,0,33,0.8641975308641975
12,24,379,,14,49,5,38,0.5943396226415094
12,24,380,,4,102,20,35,0.6583850931677019
12,24,381,,4,50,3,18,0.72
12,24,382,,15,154,2,65,0.7161016949152542
12,24,384,,41,142,6,33,0.8243243243243243
12,24,385,,56,88,2,28,0.8275862068965517
12,24,386,,18,228,20,12,0.8848920863309353
12,24,387,,14,229,5,2,0.972
12,24,388,,31,193,8,22,0.8818897637795275
12,24,389,,13,149,3,48,0.7605633802816901
12,24,390,,148,49,12,0,0.9425837320574163
12,24,391,,150,61,19,11,0.8755186721991701
12,24,392,,62,175,16,15,0.8843283582089553
12,24,408,,30,57,3,21,0.7837837837837838
12,24,428,,49,155,16,56,0.7391304347826086
12,24,429,,37,120,4,48,0.7511961722488039
12,24,430,,9,150,31,42,0.6853448275862069
12,24,432,,0,102,0,71,0.5895953757225434
12,24,433,,4,165,0,52,0.7647058823529411
12,24,434,,16,96,11,23,0.7671232876712328
12,24,435,,9,112,0,42,0.7423312883435583
12,24,436,,4,179,0,60,0.7530864197530864
12,26,379,,14,49,5,38,0.5943396226415094
12,26,380,,4,106,16,35,0.6832298136645962
12,26,381,,4,51,2,18,0.7333333333333333
12,26,382,,14,154,2,66,0.711864406779661
12,26,384,,41,142,6,33,0.8243243243243243
12,26,385,,54,88,2,30,0.8160919540229885
12,26,386,,9,233,15,21,0.8705035971223022
12,26,387,,14,229,5,2,0.972
12,26,388,,29,194,7,24,0.8779527559055118
12,26,389,,13,149,3,48,0.7605633802816901
12,26,390,,148,49,12,0,0.9425837320574163
12,26,391,,150,61,19,11,0.8755186721991701
12,26,392,,61,175,16,16,0.8805970149253731
12,26,408,,27,57,3,24,0.7567567567567568
12,26,428,,47,161,10,58,0.7536231884057971
12,26,429,,30,121,3,55,0.722488038277512
12,26,430,,8,154,27,43,0.6982758620689655
12,26,432,,0,102,0,71,0.5895953757225434
12,26,433,,1,165,0,55,0.751131221719457
12,26,434,,16,96,11,23,0.7671232876712328
12,26,435,,9,112,0,42,0.7423312883435583
12,26,436,,4,179,0,60,0.7530864197530864
12,28,379,,14,49,5,38,0.5943396226415094
12,28,380,,4,112,10,35,0.7204968944099379
12,28,381,,3,53,0,19,0.7466666666666667
12,28,382,,14,154,2,66,0.711864406779661
12,28,384,,39,143,5,35,0.8198198198198198
12,28,385,,54,88,2,30,0.8160919540229885
12,28,386,,9,238,10,21,0.8884892086330936
12,28,387,,14,232,2,2,0.984
12,28,388,,28,199,2,25,0.8937007874015748
12,28,389,,13,149,3,48,0.7605633802816901
12,28,390,,147,49,12,1,0.937799043062201
12,28,391,,146,63,17,15,0.8672199170124482
12,28,392,,60,176,15,17,0.8805970149253731
12,28,408,,26,57,3,25,0.7477477477477478
12,28,428,,34,163,8,71,0.7137681159420289
12,28,429,,26,121,3,59,0.7033492822966507
12,28,430,,6,154,27,45,0.6896551724137931
12,28,432,,0,102,0,71,0.5895953757225434
12,28,433,,1,165,0,55,0.751131221719457
12,28,434,,15,102,5,24,0.8013698630136986
12,28,435,,9,112,0,42,0.7423312883435583
12,28,436,,4,179,0,60,0.7530864197530864
14,4,379,,52,4,50,0,0.5283018867924528
14,4,380,,37,29,93,2,0.40993788819875776
14,4,381,,20,36,17,2,0.7466666666666667
14,4,382,,71,94,62,9,0.6991525423728814
14,4,384,,69,60,88,5,0.581081081081081
14,4,385,,80,68,22,4,0.8505747126436781
14,4,386,,30,36,212,0,0.23741007194244604
14,4,387,,16,33,201,0,0.196
14,4,388,,53,52,149,0,0.41338582677165353
14,4,389,,47,38,114,14,0.39906103286384975
14,4,390,,148,26,35,0,0.8325358851674641
14,4,391,,161,18,62,0,0.7427385892116183
14,4,392,,77,1,190,0,0.291044776119403
14,4,408,,43,16,44,8,0.5315315315315315
14,4,428,,105,31,140,0,0.4927536231884058
14,4,429,,75,63,61,10,0.6602870813397129
14,4,430,,51,40,141,0,0.3922413793103448
14,4,432,,59,56,46,12,0.6647398843930635
14,4,433,,50,118,47,6,0.7601809954751131
14,4,434,,39,34,73,0,0.5
14,4,435,,43,85,27,8,0.7852760736196319
14,4,436,,64,104,75,0,0.691358024691358
14,6,379,,49,4,50,3,0.5
14,6,380,,37,35,87,2,0.4472049689440994
14,6,381,,18,37,16,4,0.7333333333333333
14,6,382,,41,132,24,39,0.7330508474576272
14,6,384,,60,94,54,14,0.6936936936936937
14,6,385,,79,73,17,5,0.8735632183908046
14,6,386,,30,47,201,0,0.27697841726618705
14,6,387,,16,51,183,0,0.268
14,6,388,,53,79,122,0,0.5196850393700787
14,6,389,,42,44,108,19,0.40375586854460094
14,6,390,,148,33,28,0,0.8660287081339713
14,6,391,,159,24,56,2,0.7593360995850622
14,6,392,,75,23,168,2,0.3656716417910448
14,6,408,,40,24,36,11,0.5765765765765766
14,6,428,,105,44,127,0,0.5398550724637681
14,6,429,,75,77,47,10,0.7272727272727273
14,6,430,,51,54,127,0,0.4525862068965517
14,6,432,,54,59,43,17,0.653179190751445
14,6,433,,43,135,30,13,0.8054298642533937
14,6,434,,39,46,61,0,0.5821917808219178
14,6,435,,42,86,26,9,0.7852760736196319
14,6,436,,59,145,34,5,0.8395061728395061
14,8,379,,46,8,46,6,0.5094339622641509
14,8,380,,37,43,79,2,0.4968944099378882
14,8,381,,18,39,14,4,0.76
14,8,382,,34,141,15,46,0.7415254237288136
14,8,384,,56,109,39,18,0.7432432432432432
14,8,385,,79,78,12,5,0.9022988505747126
14,8,386,,28,81,167,2,0.3920863309352518
14,8,387,,16,79,155,0,0.38
14,8,388,,52,98,103,1,0.5905511811023622
14,8,389,,41,60,92,20,0.47417840375586856
14,8,390,,148,33,28,0,0.8660287081339713
14,8,391,,158,26,54,3,0.7634854771784232
14,8,392,,75,54,137,2,0.48134328358208955
14,8,408,,40,29,31,11,0.6216216216216216
14,8,428,,105,61,110,0,0.6014492753623188
14,8,429,,73,84,40,12,0.7511961722488039
14,8,430,,50,63,118,1,0.4870689655172414
14,8,432,,48,65,37,23,0.653179190751445
14,8,433,,29,147,18,27,0.7963800904977375
14,8,434,,39,63,44,0,0.6986301369863014
14,8,435,,42,89,23,9,0.803680981595092
14,8,436,,59,153,26,5,0.8724279835390947
14,10,379,,44,19,35,8,0.5943396226415094
14,10,380,,34,47,75,5,0.5031055900621118
14,10,381,,18,41,12,4,0.7866666666666666
14,10,382,,30,143,13,50,0.7330508474576272
14,10,384,,51,129,19,23,0.8108108108108109
14,10,385,,78,83,7,6,0.9252873563218391
14,10,386,,26,121,127,4,0.5287769784172662
14,10,387,,14,129,105,2,0.572
14,10,388,,49,119,82,4,0.6614173228346457
14,10,389,,38,92,60,23,0.6103286384976526
14,10,390,,148,33,28,0,0.8660287081339713
14,10,391,,158,41,39,3,0.8257261410788381
14,10,392,,75,78,113,2,0.5708955223880597
14,10,408,,36,32,28,15,0.6126126126126126
14,10,428,,96,69,102,9,0.5978260869565217
14,10,429,,72,86,38,13,0.7559808612440191
14,10,430,,50,75,106,1,0.5387931034482759
14,10,432,,36,89,13,35,0.7225433526011561
14,10,433,,26,153,12,30,0.8099547511312217
14,10,434,,39,70,37,0,0.7465753424657534
14,10,435,,41,97,15,10,0.8466257668711656
14,10,436,,50,168,11,14,0.897119341563786
14,12,379,,40,24,30,12,0.6037735849056604
14,12,380,,22,66,56,17,0.546583850931677
14,12,381,,18,43,10,4,0.8133333333333334
14,12,382,,28,143,13,52,0.7245762711864406
14,12,384,,50,136,12,24,0.8378378378378378
14,12,385,,78,83,7,6,0.9252873563218391
14,12,386,,26,150,98,4,0.6330935251798561
14,12,387,,14,170,64,2,0.736
14,12,388,,48,148,53,5,0.7716535433070866
14,12,389,,34,110,42,27,0.676056338028169
14,12,390,,148,34,27,0,0.8708133971291866
14,12,391,,157,42,38,4,0.8257261410788381
14,12,392,,74,97,94,3,0.6380597014925373
14,12,408,,36,35,25,15,0.6396396396396397
14,12,428,,91,77,94,14,0.6086956521739131
14,12,429,,71,88,36,14,0.7607655502392344
14,12,430,,46,83,98,5,0.5560344827586207
14,12,432,,27,92,10,44,0.6878612716763006
14,12,433,,24,153,12,32,0.8009049773755657
14,12,434,,39,74,33,0,0.773972602739726
14,12,435,,27,104,8,24,0.803680981595092
14,12,436,,46,169,10,18,0.8847736625514403
14,14,379,,33,36,18,19,0.6509433962264151
14,14,380,,15,77,45,24,0.5714285714285714
14,14,381,,18,43,10,4,0.8133333333333334
14,14,382,,28,144,12,52,0.7288135593220338
14,14,384,,48,138,10,26,0.8378378378378378
14,14,385,,78,83,7,6,0.9252873563218391
14,14,386,,25,166,82,5,0.6870503597122302
14,14,387,,14,195,39,2,0.836
14,14,388,,47,161,40,6,0.8188976377952756
14,14,389,,32,118,34,29,0.704225352112676
14,14,390,,148,34,27,0,0.8708133971291866
14,14,391,,157,46,34,4,0.8423236514522822
14,14,392,,74,118,73,3,0.7164179104477612
14,14,408,,34,41,19,17,0.6756756756756757
14,14,428,,91,94,77,14,0.6702898550724637
14,14,429,,66,98,26,19,0.784688995215311
14,14,430,,46,90,91,5,0.5862068965517241
14,14,432,,21,92,10,50,0.653179190751445
14,14,433,,18,153,12,38,0.7737556561085973
14,14,434,,39,83,24,0,0.8356164383561644
14,14,435,,26,104,8,25,0.7975460122699386
14,14,436,,45,175,4,19,0.9053497942386831
14,16,379,,30,39,15,22,0.6509433962264151
14,16,380,,6,88,34,33,0.5838509316770186
14,16,381,,10,45,8,12,0.7333333333333333
14,16,382,,28,144,12,52,0.7288135593220338
14,16,384,,41,138,10,33,0.8063063063063063
14,16,385,,70,85,5,14,0.8908045977011494
14,16,386,,25,185,63,5,0.7553956834532374
14,16,387,,14,219,15,2,0.932
14,16,388,,45,182,19,8,0.8937007874015748
14,16,389,,26,141,11,35,0.784037558685446
14,16,390,,148,42,19,0,0.9090909090909091
14,16,391,,155,56,24,6,0.8755186721991701
14,16,392,,68,145,46,9,0.7947761194029851
14,16,408,,33,53,7,18,0.7747747747747747
14,16,428,,83,129,42,22,0.7681159420289855
14,16,429,,61,112,12,24,0.8277511961722488
14,16,430,,46,97,84,5,0.6163793103448276
14,16,432,,21,95,7,50,0.6705202312138728
14,16,433,,14,153,12,42,0.755656108597285
14,16,434,,38,85,22,1,0.8424657534246576
14,16,435,,16,105,7,35,0.7423312883435583
14,16,436,,41,178,1,23,0.9012345679012346
14,18,379,,30,40,14,22,0.660377358490566
14,18,380,,6,94,28,33,0.6211180124223602
14,18,381,,10,48,5,12,0.7733333333333333
14,18,382,,17,152,4,63,0.7161016949152542
14,18,384,,41,138,10,33,0.8063063063063063
14,18,385,,62,86,4,22,0.8505747126436781
14,18,386,,22,203,45,8,0.8093525179856115
14,18,387,,14,221,13,2,0.94
14,18,388,,39,187,14,14,0.889763779527559
14,18,389,,20,142,10,41,0.7605633802816901
14,18,390,,148,46,15,0,0.9282296650717703
14,18,391,,155,56,24,6,0.8755186721991701
14,18,392,,66,159,32,11,0.8395522388059702
14,18,408,,29,55,5,22,0.7567567567567568
14,18,428,,79,135,36,26,0.7753623188405797
14,18,429,,60,117,7,25,0.84688995215311
14,18,430,,33,117,64,18,0.646551724137931
14,18,432,,11,100,2,60,0.6416184971098265
14,18,433,,6,160,5,50,0.751131221719457
14,18,434,,33,90,17,6,0.8424657534246576
14,18,435,,16,105,7,35,0.7423312883435583
14,18,436,,37,179,0,27,0.8888888888888888
14,20,379,,18,47,7,34,0.6132075471698113
14,20,380,,3,100,22,36,0.639751552795031
14,20,381,,10,48,5,12,0.7733333333333333
14,20,382,,17,152,4,63,0.7161016949152542
14,20,384,,41,139,9,33,0.8108108108108109
14,20,385,,59,86,4,25,0.8333333333333334
14,20,386,,22,210,38,8,0.8345323741007195
14,20,387,,14,226,8,2,0.96
14,20,388,,38,192,9,15,0.905511811023622
14,20,389,,19,147,5,42,0.7793427230046949
14,20,390,,148,46,15,0,0.9282296650717703
14,20,391,,149,59,21,12,0.8630705394190872
14,20,392,,64,163,28,13,0.8470149253731343
14,20,408,,29,55,5,22,0.7567567567567568
14,20,428,,66,143,28,39,0.7572463768115942
14,20,429,,60,119,5,25,0.8564593301435407
14,20,430,,19,138,43,32,0.6767241379310345
14,20,432,,6,101,1,65,0.6184971098265896
14,20,433,,3,161,4,53,0.7420814479638009
14,20,434,,31,95,12,8,0.863013698630137
14,20,435,,11,105,7,40,0.7116564417177914
14,20,436,,37,179,0,27,0.8888888888888888
14,22,379,,17,49,5,35,0.6226415094339622
14,22,380,,3,105,17,36,0.6708074534161491
14,22,381,,8,49,4,14,0.76
14,22,382,,13,153,3,67,0.7033898305084746
14,22,384,,41,141,7,33,0.8198198198198198
14,22,385,,58,88,2,26,0.8390804597701149
14,22,386,,20,216,32,10,0.8489208633093526
14,22,387,,14,227,7,2,0.964
14,22,388,,32,194,7,21,0.889763779527559
14,22,389,,19,147,5,42,0.7793427230046949
14,22,390,,148,48,13,0,0.937799043062201
14,22,391,,149,59,21,12,0.8630705394190872
14,22,392,,63,170,21,14,0.8694029850746269
14,22,408,,28,56,4,23,0.7567567567567568
14,22,428,,50,148,23,55,0.717391304347826
14,22,429,,43,121,3,42,0.784688995215311
14,22,430,,17,145,36,34,0.6982758620689655
14,22,432,,0,102,0,71,0.5895953757225434
14,22,433,,3,164,1,53,0.755656108597285
14,22,434,,19,96,11,20,0.7876712328767124
14,22,435,,11,111,1,40,0.7484662576687117
14,22,436,,32,179,0,32,0.8683127572016461
14,24,379,,16,51,3,36,0.6320754716981132
14,24,380,,3,106,16,36,0.6770186335403726
14,24,381,,6,50,3,16,0.7466666666666667
14,24,382,,13,153,3,67,0.7033898305084746
14,24,384,,41,141,7,33,0.8198198198198198
14,24,385,,54,88,2,30,0.8160919540229885
14,24,386,,18,229,19,12,0.8884892086330936
14,24,387,,14,229,5,2,0.972
14,24,388,,32,195,6,21,0.8937007874015748
14,24,389,,12,148,4,49,0.7511737089201878
14,24,390,,148,48,13,0,0.937799043062201
14,24,391,,149,59,21,12,0.8630705394190872
14,24,392,,62,174,17,15,0.8805970149253731
14,24,408,,28,57,3,23,0.7657657657657657
14,24,428,,48,153,18,57,0.7282608695652174
14,24,429,,35,122,2,50,0.7511961722488039
14,24,430,,10,152,29,41,0.6982758620689655
14,24,432,,0,102,0,71,0.5895953757225434
14,24,433,,3,165,0,53,0.7601809954751131
14,24,434,,18,96,11,21,0.7808219178082192
14,24,435,,10,112,0,41,0.7484662576687117
14,24,436,,0,179,0,64,0.7366255144032922
14,26,379,,15,51,3,37,0.6226415094339622
14,26,380,,3,112,10,36,0.7142857142857143
14,26,381,,5,51,2,17,0.7466666666666667
14,26,382,,10,154,2,70,0.6949152542372882
14,26,384,,41,141,7,33,0.8198198198198198
14,26,385,,53,88,2,31,0.8103448275862069
14,26,386,,9,240,8,21,0.89568345323741
14,26,387,,14,229,5,2,0.972
14,26,388,,28,195,6,25,0.8779527559055118
14,26,389,,12,148,4,49,0.7511737089201878
14,26,390,,148,48,13,0,0.937799043062201
14,26,391,,149,59,21,12,0.8630705394190872
14,26,392,,62,174,17,15,0.8805970149253731
14,26,408,,27,57,3,24,0.7567567567567568
14,26,428,,46,160,11,59,0.7463768115942029
14,26,429,,27,123,1,58,0.7177033492822966
14,26,430,,8,154,27,43,0.6982758620689655
14,26,432,,0,102,0,71,0.5895953757225434
14,26,433,,0,165,0,56,0.746606334841629
14,26,434,,18,97,10,21,0.7876712328767124
14,26,435,,10,112,0,41,0.7484662576687117
14,26,436,,0,179,0,64,0.7366255144032922
14,28,379,,15,51,3,37,0.6226415094339622
14,28,380,,3,116,6,36,0.7391304347826086
14,28,381,,3,53,0,19,0.7466666666666667
14,28,382,,10,154,2,70,0.6949152542372882
14,28,384,,38,143,5,36,0.8153153153153153
14,28,385,,53,88,2,31,0.8103448275862069
14,28,386,,8,241,7,22,0.89568345323741
14,28,387,,14,233,1,2,0.988
14,28,388,,27,199,2,26,0.889763779527559
14,28,389,,12,148,4,49,0.7511737089201878
14,28,390,,146,48,13,2,0.9282296650717703
14,28,391,,147,59,21,14,0.8547717842323651
14,28,392,,58,174,17,19,0.8656716417910447
14,28,408,,27,57,3,24,0.7567567567567568
14,28,428,,32,161,10,73,0.6992753623188406
14,28,429,,22,123,1,63,0.69377990430622
14,28,430,,6,154,27,45,0.6896551724137931
14,28,432,,0,102,0,71,0.5895953757225434
14,28,433,,0,165,0,56,0.746606334841629
14,28,434,,16,102,5,23,0.8082191780821918
14,28,435,,10,112,0,41,0.7484662576687117
14,28,436,,0,179,0,64,0.7366255144032922
16,4,379,,52,4,50,0,0.5283018867924528
16,4,380,,39,25,97,0,0.39751552795031053
16,4,381,,20,35,18,2,0.7333333333333333
16,4,382,,69,94,62,11,0.690677966101695
16,4,384,,69,58,90,5,0.5720720720720721
16,4,385,,81,68,22,3,0.8563218390804598
16,4,386,,30,35,213,0,0.23381294964028776
16,4,387,,16,34,200,0,0.2
16,4,388,,53,51,150,0,0.4094488188976378
16,4,389,,45,36,116,16,0.38028169014084506
16,4,390,,148,28,33,0,0.8421052631578947
16,4,391,,161,18,62,0,0.7427385892116183
16,4,392,,77,0,191,0,0.2873134328358209
16,4,408,,45,18,42,6,0.5675675675675675
16,4,428,,105,30,141,0,0.4891304347826087
16,4,429,,75,67,57,10,0.6794258373205742
16,4,430,,51,39,142,0,0.3879310344827586
16,4,432,,61,59,43,10,0.6936416184971098
16,4,433,,50,116,49,6,0.751131221719457
16,4,434,,39,31,76,0,0.4794520547945205
16,4,435,,43,84,28,8,0.7791411042944786
16,4,436,,64,102,77,0,0.6831275720164609
16,6,379,,49,4,50,3,0.5
16,6,380,,39,27,95,0,0.40993788819875776
16,6,381,,19,36,17,3,0.7333333333333333
16,6,382,,40,136,20,40,0.7457627118644068
16,6,384,,58,92,56,16,0.6756756756756757
16,6,385,,80,74,16,4,0.8850574712643678
16,6,386,,30,47,201,0,0.27697841726618705
16,6,387,,16,53,181,0,0.276
16,6,388,,53,80,121,0,0.5236220472440944
16,6,389,,40,42,110,21,0.38497652582159625
16,6,390,,148,34,27,0,0.8708133971291866
16,6,391,,161,21,59,0,0.7551867219917012
16,6,392,,76,17,174,1,0.34701492537313433
16,6,408,,39,22,38,12,0.5495495495495496
16,6,428,,105,47,124,0,0.5507246376811594
16,6,429,,75,81,43,10,0.7464114832535885
16,6,430,,51,54,127,0,0.4525862068965517
16,6,432,,52,63,39,19,0.6647398843930635
16,6,433,,44,141,24,12,0.8371040723981901
16,6,434,,39,48,59,0,0.5958904109589042
16,6,435,,43,87,25,8,0.7975460122699386
16,6,436,,58,145,34,6,0.8353909465020576
16,8,379,,46,7,47,6,0.5
16,8,380,,38,42,80,1,0.4968944099378882
